Date,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2015-11-10,North Lincoln M.S.,474,471,100,115,175,81
2015-11-10,Central Arthur H.S.,497,381,187,64,45,85
2015-11-11,West Lincoln M.S.,435,405,218,85,9,93
2015-11-11,North Jefferson H.S.,452,405,62,99,23,221
2015-11-11,Outer Roosevelt M.S.,181,129,42,27,9,51
2015-11-11,West York High,292,252,92,78,73,9
2015-11-11,West King M.S.,189,148,12,19,40,77
2015-11-11,East York H.S.,459,423,15,121,253,34
2015-11-11,West Lincoln High,266,225,17,80,40,88
2015-11-11,West Jefferson M.S.,233,210,107,11,27,65
2015-11-11,North Lincoln M.S.,474,379,180,149,36,14
2015-11-11,Central Arthur H.S.,497,419,129,155,106,29
2015-11-12,West Lincoln M.S.,435,368,216,59,48,45
2015-11-12,North Jefferson H.S.,452,415,57,40,127,191
2015-11-12,Outer Roosevelt M.S.,181,165,51,73,1,40
2015-11-12,West York High,292,290,86,139,34,31
2015-11-12,West King M.S.,189,162,46,10,79,27
2015-11-12,East York H.S.,459,404,55,124,150,75
2015-11-12,West Lincoln High,266,261,22,110,116,13
2015-11-12,West Jefferson M.S.,233,226,34,91,9,92
2015-11-12,North Lincoln M.S.,474,437,258,127,14,38
2015-11-12,Central Arthur H.S.,497,395,61,18,166,150
2015-11-13,West Lincoln M.S.,435,413,31,184,75,123
2015-11-13,North Jefferson H.S.,452,408,207,95,92,14
2015-11-13,Outer Roosevelt M.S.,181,165,29,72,6,58
2015-11-13,West York High,292,283,136,123,22,2
2015-11-13,West King M.S.,189,164,22,5,98,39
2015-11-13,East York H.S.,459,452,164,159,53,76
2015-11-13,West Lincoln High,266,224,48,1,54,121
2015-11-13,West Jefferson M.S.,233,189,52,8,32,97
2015-11-13,North Lincoln M.S.,474,378,76,15,90,197
2015-11-13,Central Arthur H.S.,497,479,239,28,54,158
2015-11-16,West Lincoln M.S.,435,427,71,187,119,50
2015-11-16,North Jefferson H.S.,452,436,190,132,88,26
2015-11-16,Outer Roosevelt M.S.,181,167,59,82,18,8
2015-11-16,West York High,292,284,105,62,87,30
2015-11-16,West King M.S.,189,155,61,68,7,19
2015-11-16,East York H.S.,459,418,79,48,111,180
2015-11-16,West Lincoln High,266,263,95,7,106,55
2015-11-16,West Jefferson M.S.,233,214,100,4,106,4
2015-11-16,North Lincoln M.S.,474,433,124,22,162,125
2015-11-16,Central Arthur H.S.,497,457,173,181,57,46
2015-11-17,West Lincoln M.S.,435,403,97,55,166,85
2015-11-17,North Jefferson H.S.,452,357,192,139,21,5
2015-11-17,Outer Roosevelt M.S.,181,141,74,47,8,12
2015-11-17,West York High,292,237,28,85,102,22
2015-11-17,West King M.S.,189,178,39,68,56,15
2015-11-17,East York H.S.,459,405,235,38,70,62
2015-11-17,West Lincoln High,266,226,60,27,83,56
2015-11-17,West Jefferson M.S.,233,196,90,28,27,51
2015-11-17,North Lincoln M.S.,474,472,102,182,63,125
2015-11-17,Central Arthur H.S.,497,464,268,167,2,27
2015-11-18,West Lincoln M.S.,435,433,140,96,7,190
2015-11-18,North Jefferson H.S.,452,371,14,154,73,130
2015-11-18,Outer Roosevelt M.S.,181,148,72,57,4,15
2015-11-18,West York High,292,249,78,82,62,27
2015-11-18,West King M.S.,189,155,47,74,9,25
2015-11-18,East York H.S.,459,447,157,47,221,22
2015-11-18,West Lincoln High,266,250,122,31,33,64
2015-11-18,West Jefferson M.S.,233,220,37,72,13,98
2015-11-18,North Lincoln M.S.,474,447,142,2,149,154
2015-11-18,Central Arthur H.S.,497,385,91,43,82,169
2015-11-19,West Lincoln M.S.,435,365,29,87,3,246
2015-11-19,North Jefferson H.S.,452,382,28,134,90,130
2015-11-19,Outer Roosevelt M.S.,181,138,26,5,54,53
2015-11-19,West York High,292,284,137,122,16,9
2015-11-19,West King M.S.,189,178,50,57,17,54
2015-11-19,East York H.S.,459,452,261,175,12,4
2015-11-19,West Lincoln High,266,243,31,51,141,20
2015-11-19,West Jefferson M.S.,233,203,42,69,84,8
2015-11-19,North Lincoln M.S.,474,414,113,110,89,102
2015-11-19,Central Arthur H.S.,497,398,6,189,167,36
2015-11-20,West Lincoln M.S.,435,340,99,115,10,116
2015-11-20,North Jefferson H.S.,452,344,63,113,100,68
2015-11-20,Outer Roosevelt M.S.,181,167,21,39,60,47
2015-11-20,West York High,292,254,4,72,127,51
2015-11-20,West King M.S.,189,178,73,61,2,42
2015-11-20,East York H.S.,459,453,14,132,268,39
2015-11-20,West Lincoln High,266,242,41,22,160,19
2015-11-20,West Jefferson M.S.,233,207,15,24,148,20
2015-11-20,North Lincoln M.S.,474,460,8,84,71,297
2015-11-20,Central Arthur H.S.,497,492,80,21,56,335
2015-11-23,West Lincoln M.S.,435,374,65,61,81,167
2015-11-23,North Jefferson H.S.,452,361,55,117,127,62
2015-11-23,Outer Roosevelt M.S.,181,151,75,45,15,16
2015-11-23,West York High,292,277,19,57,7,194
2015-11-23,West King M.S.,189,156,87,64,0,5
2015-11-23,East York H.S.,459,446,73,147,11,215
2015-11-23,West Lincoln High,266,241,127,101,7,6
2015-11-23,West Jefferson M.S.,233,209,85,42,51,31
2015-11-23,North Lincoln M.S.,474,453,183,47,45,178
2015-11-23,Central Arthur H.S.,497,396,77,165,48,106
2015-11-24,West Lincoln M.S.,435,349,39,103,162,45
2015-11-24,North Jefferson H.S.,452,442,238,144,53,7
2015-11-24,Outer Roosevelt M.S.,181,137,40,66,0,31
2015-11-24,West York High,292,289,19,14,116,140
2015-11-24,West King M.S.,189,180,0,2,118,60
2015-11-24,East York H.S.,459,415,103,185,109,18
2015-11-24,West Lincoln High,266,255,102,93,1,59
2015-11-24,West Jefferson M.S.,233,230,10,31,142,47
2015-11-24,North Lincoln M.S.,474,399,165,83,129,22
2015-11-24,Central Arthur H.S.,497,466,104,169,123,70
2015-11-25,West Lincoln M.S.,435,414,136,160,110,8
2015-11-25,North Jefferson H.S.,452,422,238,4,83,97
2015-11-25,Outer Roosevelt M.S.,181,131,47,12,55,17
2015-11-25,West York High,292,243,125,85,30,3
2015-11-25,West King M.S.,189,163,19,9,92,43
2015-11-25,East York H.S.,459,427,99,7,238,83
2015-11-25,West Lincoln High,266,257,146,69,12,30
2015-11-25,West Jefferson M.S.,233,213,47,28,87,51
2015-11-25,North Lincoln M.S.,474,413,152,98,125,38
2015-11-25,Central Arthur H.S.,497,490,156,30,160,144
2015-11-26,West Lincoln M.S.,435,409,31,150,130,98
2015-11-26,North Jefferson H.S.,452,403,159,185,1,58
2015-11-26,Outer Roosevelt M.S.,181,141,25,18,64,34
2015-11-26,West York High,292,278,136,39,37,66
2015-11-26,West King M.S.,189,182,106,54,5,17
2015-11-26,East York H.S.,459,406,99,194,7,106
2015-11-26,West Lincoln High,266,258,88,31,1,138
2015-11-26,West Jefferson M.S.,233,194,45,93,46,10
2015-11-26,North Lincoln M.S.,474,459,65,212,39,143
2015-11-26,Central Arthur H.S.,497,488,66,157,252,13
2015-11-27,West Lincoln M.S.,435,374,78,66,23,207
2015-11-27,North Jefferson H.S.,452,394,75,79,132,108
2015-11-27,Outer Roosevelt M.S.,181,155,4,11,53,87
2015-11-27,West York High,292,241,19,99,70,53
2015-11-27,West King M.S.,189,180,71,84,11,14
2015-11-27,East York H.S.,459,429,181,162,45,41
2015-11-27,West Lincoln High,266,249,69,50,15,115
2015-11-27,West Jefferson M.S.,233,187,3,80,4,100
2015-11-27,North Lincoln M.S.,474,457,102,120,214,21
2015-11-27,Central Arthur H.S.,497,366,10,64,168,124
2015-11-30,West Lincoln M.S.,435,417,195,39,50,133
2015-11-30,North Jefferson H.S.,452,347,35,145,127,40
2015-11-30,Outer Roosevelt M.S.,181,178,30,4,68,76
2015-11-30,West York High,292,285,56,63,143,23
2015-11-30,West King M.S.,189,154,42,41,63,8
2015-11-30,East York H.S.,459,429,4,209,13,203
2015-11-30,West Lincoln High,266,250,52,32,137,29
2015-11-30,West Jefferson M.S.,233,226,37,99,62,28
2015-11-30,North Lincoln M.S.,474,454,40,102,108,204
2015-11-30,Central Arthur H.S.,497,441,50,137,142,112
2015-12-01,West Lincoln M.S.,435,426,139,23,79,185
2015-12-01,North Jefferson H.S.,452,349,24,37,180,108
2015-12-01,Outer Roosevelt M.S.,181,154,4,32,54,64
2015-12-01,West York High,292,246,70,71,60,45
2015-12-01,West King M.S.,189,146,76,10,4,56
2015-12-01,East York H.S.,459,421,234,89,0,98
2015-12-01,West Lincoln High,266,240,69,62,61,48
2015-12-01,West Jefferson M.S.,233,188,40,71,49,28
2015-12-01,North Lincoln M.S.,474,423,2,85,48,288
2015-12-01,Central Arthur H.S.,497,401,172,99,11,119
2015-12-02,West Lincoln M.S.,435,369,104,131,71,63
2015-12-02,North Jefferson H.S.,452,397,23,186,155,33
2015-12-02,Outer Roosevelt M.S.,181,180,5,41,53,81
2015-12-02,West York High,292,245,73,76,25,71
2015-12-02,West King M.S.,189,162,26,24,64,48
2015-12-02,East York H.S.,459,421,16,123,37,245
2015-12-02,West Lincoln High,266,259,153,72,1,33
2015-12-02,West Jefferson M.S.,233,189,55,37,87,10
2015-12-02,North Lincoln M.S.,474,406,79,75,63,189
2015-12-02,Central Arthur H.S.,497,392,105,195,5,87
2015-12-03,West Lincoln M.S.,435,382,144,85,97,56
2015-12-03,North Jefferson H.S.,452,416,144,200,3,69
2015-12-03,Outer Roosevelt M.S.,181,131,60,32,23,16
2015-12-03,West York High,292,290,39,63,71,117
2015-12-03,West King M.S.,189,143,53,30,4,56
2015-12-03,East York H.S.,459,425,56,43,295,31
2015-12-03,West Lincoln High,266,242,9,91,60,82
2015-12-03,West Jefferson M.S.,233,204,101,56,19,28
2015-12-03,North Lincoln M.S.,474,382,21,9,164,188
2015-12-03,Central Arthur H.S.,497,366,89,170,14,93
2015-12-04,West Lincoln M.S.,435,394,68,186,33,107
2015-12-04,North Jefferson H.S.,452,345,7,83,137,118
2015-12-04,Outer Roosevelt M.S.,181,176,95,17,55,9
2015-12-04,West York High,292,249,86,88,50,25
2015-12-04,West King M.S.,189,184,106,1,27,50
2015-12-04,East York H.S.,459,401,65,184,17,135
2015-12-04,West Lincoln High,266,258,26,80,54,98
2015-12-04,West Jefferson M.S.,233,209,121,66,17,5
2015-12-04,North Lincoln M.S.,474,388,190,50,53,95
2015-12-04,Central Arthur H.S.,497,463,210,172,3,78
2015-12-07,West Lincoln M.S.,435,384,113,177,2,92
2015-12-07,North Jefferson H.S.,452,377,112,141,110,14
2015-12-07,Outer Roosevelt M.S.,181,149,8,55,33,53
2015-12-07,West York High,292,248,71,50,54,73
2015-12-07,West King M.S.,189,163,38,26,41,58
2015-12-07,East York H.S.,459,429,244,122,41,22
2015-12-07,West Lincoln High,266,234,56,36,90,52
2015-12-07,West Jefferson M.S.,233,191,0,36,141,14
2015-12-07,North Lincoln M.S.,474,431,20,105,290,16
2015-12-07,Central Arthur H.S.,497,411,132,144,19,116
2015-12-08,West Lincoln M.S.,435,406,6,150,130,120
2015-12-08,North Jefferson H.S.,452,352,152,80,12,108
2015-12-08,Outer Roosevelt M.S.,181,158,68,7,56,27
2015-12-08,West York High,292,248,27,15,65,141
2015-12-08,West King M.S.,189,158,26,55,37,40
2015-12-08,East York H.S.,459,436,100,14,167,155
2015-12-08,West Lincoln High,266,228,107,47,66,8
2015-12-08,West Jefferson M.S.,233,232,132,24,26,50
2015-12-08,North Lincoln M.S.,474,464,137,50,187,90
2015-12-08,Central Arthur H.S.,497,409,156,85,144,24
2015-12-09,West Lincoln M.S.,435,393,185,66,49,93
2015-12-09,North Jefferson H.S.,452,404,227,44,106,27
2015-12-09,Outer Roosevelt M.S.,181,164,73,11,41,39
2015-12-09,West York High,292,267,26,121,100,20
2015-12-09,West King M.S.,189,145,39,2,92,12
2015-12-09,East York H.S.,459,400,210,165,21,4
2015-12-09,West Lincoln High,266,246,67,62,40,77
2015-12-09,West Jefferson M.S.,233,199,55,24,41,79
2015-12-09,North Lincoln M.S.,474,374,63,1,95,215
2015-12-09,Central Arthur H.S.,497,464,155,205,22,82
2015-12-10,West Lincoln M.S.,435,391,200,172,3,16
2015-12-10,North Jefferson H.S.,452,416,227,118,29,42
2015-12-10,Outer Roosevelt M.S.,181,163,97,36,6,24
2015-12-10,West York High,292,272,137,119,14,2
2015-12-10,West King M.S.,189,150,77,25,8,40
2015-12-10,East York H.S.,459,433,230,188,9,6
2015-12-10,West Lincoln High,266,261,13,10,196,42
2015-12-10,West Jefferson M.S.,233,215,80,60,16,59
2015-12-10,North Lincoln M.S.,474,453,61,208,137,47
2015-12-10,Central Arthur H.S.,497,402,163,44,44,151
2015-12-11,West Lincoln M.S.,435,338,77,155,84,22
2015-12-11,North Jefferson H.S.,452,425,249,172,2,2
2015-12-11,Outer Roosevelt M.S.,181,152,45,32,0,75
2015-12-11,West York High,292,250,124,39,34,53
2015-12-11,West King M.S.,189,180,49,40,90,1
2015-12-11,East York H.S.,459,424,161,29,90,144
2015-12-11,West Lincoln High,266,233,0,78,36,119
2015-12-11,West Jefferson M.S.,233,228,21,43,157,7
2015-12-11,North Lincoln M.S.,474,471,151,16,147,157
2015-12-11,Central Arthur H.S.,497,383,108,114,2,159
2015-12-14,West Lincoln M.S.,435,389,144,76,48,121
2015-12-14,North Jefferson H.S.,452,391,157,16,125,93
2015-12-14,Outer Roosevelt M.S.,181,157,62,73,13,9
2015-12-14,West York High,292,264,73,127,36,28
2015-12-14,West King M.S.,189,165,14,8,87,56
2015-12-14,East York H.S.,459,412,98,198,52,64
2015-12-14,West Lincoln High,266,247,139,27,80,1
2015-12-14,West Jefferson M.S.,233,188,97,40,9,42
2015-12-14,North Lincoln M.S.,474,402,117,116,128,41
2015-12-14,Central Arthur H.S.,497,496,61,200,4,231
2015-12-15,West Lincoln M.S.,435,413,199,89,3,122
2015-12-15,North Jefferson H.S.,452,441,190,208,6,37
2015-12-15,Outer Roosevelt M.S.,181,155,83,41,24,7
2015-12-15,West York High,292,243,121,12,23,87
2015-12-15,West King M.S.,189,188,54,82,27,25
2015-12-15,East York H.S.,459,438,16,129,153,140
2015-12-15,West Lincoln High,266,245,143,77,0,25
2015-12-15,West Jefferson M.S.,233,199,48,17,80,54
2015-12-15,North Lincoln M.S.,474,419,90,187,16,126
2015-12-15,Central Arthur H.S.,497,369,112,147,17,93
2015-12-16,West Lincoln M.S.,435,392,177,149,6,60
2015-12-16,North Jefferson H.S.,452,419,125,66,164,64
2015-12-16,Outer Roosevelt M.S.,181,168,66,50,45,7
2015-12-16,West York High,292,280,18,74,84,104
2015-12-16,West King M.S.,189,188,50,69,66,3
2015-12-16,East York H.S.,459,450,15,126,83,226
2015-12-16,West Lincoln High,266,251,108,78,54,11
2015-12-16,West Jefferson M.S.,233,222,66,10,40,106
2015-12-16,North Lincoln M.S.,474,458,250,5,46,157
2015-12-16,Central Arthur H.S.,497,476,283,169,8,16
2015-12-17,West Lincoln M.S.,435,355,24,160,80,91
2015-12-17,North Jefferson H.S.,452,348,86,73,139,50
2015-12-17,Outer Roosevelt M.S.,181,146,12,62,54,18
2015-12-17,West York High,292,251,71,59,106,15
2015-12-17,West King M.S.,189,142,65,70,5,2
2015-12-17,East York H.S.,459,434,167,180,9,78
2015-12-17,West Lincoln High,266,238,100,69,59,10
2015-12-17,West Jefferson M.S.,233,189,50,37,14,88
2015-12-17,North Lincoln M.S.,474,408,6,1,46,355
2015-12-17,Central Arthur H.S.,497,444,109,49,282,4
2015-12-18,West Lincoln M.S.,435,433,186,145,48,54
2015-12-18,North Jefferson H.S.,452,410,23,27,49,311
2015-12-18,Outer Roosevelt M.S.,181,160,78,23,50,9
2015-12-18,West York High,292,283,22,47,43,171
2015-12-18,West King M.S.,189,166,1,16,71,78
2015-12-18,East York H.S.,459,424,204,74,6,140
2015-12-18,West Lincoln High,266,230,127,63,33,7
2015-12-18,West Jefferson M.S.,233,202,47,85,58,12
2015-12-18,North Lincoln M.S.,474,406,161,115,6,124
2015-12-18,Central Arthur H.S.,497,365,45,91,48,181
2015-12-21,West Lincoln M.S.,435,354,74,53,114,113
2015-12-21,North Jefferson H.S.,452,393,193,58,95,47
2015-12-21,Outer Roosevelt M.S.,181,158,4,54,49,51
2015-12-21,West York High,292,250,23,45,118,64
2015-12-21,West King M.S.,189,165,47,2,55,61
2015-12-21,East York H.S.,459,405,189,140,22,54
2015-12-21,West Lincoln High,266,228,129,96,0,3
2015-12-21,West Jefferson M.S.,233,205,73,24,28,80
2015-12-21,North Lincoln M.S.,474,389,49,14,44,282
2015-12-21,Central Arthur H.S.,497,380,19,124,68,169
2015-12-22,West Lincoln M.S.,435,397,23,46,19,309
2015-12-22,North Jefferson H.S.,452,396,233,13,20,130
2015-12-22,Outer Roosevelt M.S.,181,168,2,17,45,104
2015-12-22,West York High,292,262,98,26,85,53
2015-12-22,West King M.S.,189,164,66,41,35,22
2015-12-22,East York H.S.,459,441,63,0,57,321
2015-12-22,West Lincoln High,266,263,49,82,49,83
2015-12-22,West Jefferson M.S.,233,180,86,68,12,14
2015-12-22,North Lincoln M.S.,474,448,203,76,77,92
2015-12-22,Central Arthur H.S.,497,488,260,5,186,37
2015-12-23,West Lincoln M.S.,435,391,77,27,223,64
2015-12-23,North Jefferson H.S.,452,399,222,151,22,4
2015-12-23,Outer Roosevelt M.S.,181,143,37,9,14,83
2015-12-23,West York High,292,285,48,97,115,25
2015-12-23,West King M.S.,189,173,43,57,0,73
2015-12-23,East York H.S.,459,414,167,90,72,85
2015-12-23,West Lincoln High,266,225,40,2,30,153
2015-12-23,West Jefferson M.S.,233,194,97,25,17,55
2015-12-23,North Lincoln M.S.,474,411,158,201,6,46
2015-12-23,Central Arthur H.S.,497,429,210,12,62,145
2015-12-24,West Lincoln M.S.,435,344,33,0,259,52
2015-12-24,North Jefferson H.S.,452,417,183,161,69,4
2015-12-24,Outer Roosevelt M.S.,181,130,19,39,68,4
2015-12-24,West York High,292,255,44,45,139,27
2015-12-24,West King M.S.,189,168,34,25,38,71
2015-12-24,East York H.S.,459,434,242,25,17,150
2015-12-24,West Lincoln High,266,231,133,87,8,3
2015-12-24,West Jefferson M.S.,233,213,100,64,37,12
2015-12-24,North Lincoln M.S.,474,405,101,183,95,26
2015-12-24,Central Arthur H.S.,497,471,208,18,191,54
2015-12-25,West Lincoln M.S.,435,350,97,25,219,9
2015-12-25,North Jefferson H.S.,452,436,7,61,360,8
2015-12-25,Outer Roosevelt M.S.,181,172,87,43,36,6
2015-12-25,West York High,292,288,33,91,89,75
2015-12-25,West King M.S.,189,161,73,7,31,50
2015-12-25,East York H.S.,459,454,87,141,171,55
2015-12-25,West Lincoln High,266,222,103,24,87,8
2015-12-25,West Jefferson M.S.,233,217,19,15,61,122
2015-12-25,North Lincoln M.S.,474,458,215,177,1,65
2015-12-25,Central Arthur H.S.,497,417,204,158,48,7
2015-12-28,West Lincoln M.S.,435,413,196,187,9,21
2015-12-28,North Jefferson H.S.,452,375,194,38,61,82
2015-12-28,Outer Roosevelt M.S.,181,139,64,19,27,29
2015-12-28,West York High,292,276,145,7,67,57
2015-12-28,West King M.S.,189,168,21,67,9,71
2015-12-28,East York H.S.,459,448,253,94,81,20
2015-12-28,West Lincoln High,266,223,80,62,38,43
2015-12-28,West Jefferson M.S.,233,211,20,74,104,13
2015-12-28,North Lincoln M.S.,474,371,152,43,90,86
2015-12-28,Central Arthur H.S.,497,479,81,84,100,214
2015-12-29,West Lincoln M.S.,435,430,143,33,54,200
2015-12-29,North Jefferson H.S.,452,379,165,58,111,45
2015-12-29,Outer Roosevelt M.S.,181,176,66,74,32,4
2015-12-29,West York High,292,239,78,42,94,25
2015-12-29,West King M.S.,189,158,30,75,6,47
2015-12-29,East York H.S.,459,436,239,27,42,128
2015-12-29,West Lincoln High,266,262,141,57,43,21
2015-12-29,West Jefferson M.S.,233,195,53,59,55,28
2015-12-29,North Lincoln M.S.,474,457,232,215,5,5
2015-12-29,Central Arthur H.S.,497,417,217,49,75,76
2015-12-30,West Lincoln M.S.,435,394,145,161,17,71
2015-12-30,North Jefferson H.S.,452,437,9,103,21,304
2015-12-30,Outer Roosevelt M.S.,181,139,18,54,2,65
2015-12-30,West York High,292,288,25,103,133,27
2015-12-30,West King M.S.,189,184,78,51,16,39
2015-12-30,East York H.S.,459,434,29,135,199,71
2015-12-30,West Lincoln High,266,222,98,75,41,8
2015-12-30,West Jefferson M.S.,233,182,58,56,27,41
2015-12-30,North Lincoln M.S.,474,407,131,13,50,213
2015-12-30,Central Arthur H.S.,497,494,117,113,19,245
2015-12-31,West Lincoln M.S.,435,343,87,96,116,44
2015-12-31,North Jefferson H.S.,452,424,44,109,13,258
2015-12-31,Outer Roosevelt M.S.,181,145,70,58,12,5
2015-12-31,West York High,292,285,73,130,25,57
2015-12-31,West King M.S.,189,178,99,57,16,6
2015-12-31,East York H.S.,459,442,95,145,12,190
2015-12-31,West Lincoln High,266,251,8,110,68,65
2015-12-31,West Jefferson M.S.,233,190,64,15,24,87
2015-12-31,North Lincoln M.S.,474,445,25,66,178,176
2015-12-31,Central Arthur H.S.,497,494,271,104,84,35
2016-01-01,West Lincoln M.S.,435,411,61,148,3,199
2016-01-01,North Jefferson H.S.,452,374,57,71,153,93
2016-01-01,Outer Roosevelt M.S.,181,150,21,74,2,53
2016-01-01,West York High,292,254,16,31,119,88
2016-01-01,West King M.S.,189,184,96,43,30,15
2016-01-01,East York H.S.,459,415,59,98,208,50
2016-01-01,West Lincoln High,266,222,117,42,0,63
2016-01-01,West Jefferson M.S.,233,193,113,24,27,29
2016-01-01,North Lincoln M.S.,474,400,198,124,42,36
2016-01-01,Central Arthur H.S.,497,375,6,150,135,84
2016-01-04,West Lincoln M.S.,435,399,66,72,81,180
2016-01-04,North Jefferson H.S.,452,372,209,34,119,10
2016-01-04,Outer Roosevelt M.S.,181,160,60,77,16,7
2016-01-04,West York High,292,288,65,138,25,60
2016-01-04,West King M.S.,189,180,81,33,21,45
2016-01-04,East York H.S.,459,424,134,140,117,33
2016-01-04,West Lincoln High,266,233,60,47,7,119
2016-01-04,West Jefferson M.S.,233,228,55,2,144,27
2016-01-04,North Lincoln M.S.,474,397,17,197,116,67
2016-01-04,Central Arthur H.S.,497,419,187,179,30,23
2016-01-05,West Lincoln M.S.,435,378,19,61,203,95
2016-01-05,North Jefferson H.S.,452,401,228,152,11,10
2016-01-05,Outer Roosevelt M.S.,181,144,37,63,41,3
2016-01-05,West York High,292,277,108,82,47,40
2016-01-05,West King M.S.,189,160,43,5,9,103
2016-01-05,East York H.S.,459,417,232,97,17,71
2016-01-05,West Lincoln High,266,227,106,81,1,39
2016-01-05,West Jefferson M.S.,233,198,112,35,49,2
2016-01-05,North Lincoln M.S.,474,396,70,76,157,93
2016-01-05,Central Arthur H.S.,497,419,150,186,17,66
2016-01-06,West Lincoln M.S.,435,397,172,46,171,8
2016-01-06,North Jefferson H.S.,452,416,91,188,66,71
2016-01-06,Outer Roosevelt M.S.,181,140,49,52,21,18
2016-01-06,West York High,292,245,143,34,19,49
2016-01-06,West King M.S.,189,145,65,14,20,46
2016-01-06,East York H.S.,459,435,80,179,91,85
2016-01-06,West Lincoln High,266,253,135,44,30,44
2016-01-06,West Jefferson M.S.,233,208,76,77,20,35
2016-01-06,North Lincoln M.S.,474,396,30,187,92,87
2016-01-06,Central Arthur H.S.,497,456,142,211,92,11
2016-01-07,West Lincoln M.S.,435,392,103,157,62,70
2016-01-07,North Jefferson H.S.,452,420,139,35,51,195
2016-01-07,Outer Roosevelt M.S.,181,141,81,48,10,2
2016-01-07,West York High,292,254,128,107,2,17
2016-01-07,West King M.S.,189,170,54,12,48,56
2016-01-07,East York H.S.,459,402,125,182,74,21
2016-01-07,West Lincoln High,266,256,27,54,152,23
2016-01-07,West Jefferson M.S.,233,211,8,48,70,85
2016-01-07,North Lincoln M.S.,474,427,180,111,23,113
2016-01-07,Central Arthur H.S.,497,452,195,59,131,67
2016-01-08,West Lincoln M.S.,435,361,123,11,130,97
2016-01-08,North Jefferson H.S.,452,430,136,103,167,24
2016-01-08,Outer Roosevelt M.S.,181,162,3,75,60,24
2016-01-08,West York High,292,254,134,19,17,84
2016-01-08,West King M.S.,189,144,30,56,29,29
2016-01-08,East York H.S.,459,418,87,106,83,142
2016-01-08,West Lincoln High,266,265,109,65,18,73
2016-01-08,West Jefferson M.S.,233,222,55,71,23,73
2016-01-08,North Lincoln M.S.,474,381,33,39,173,136
2016-01-08,Central Arthur H.S.,497,468,277,7,63,121
2016-01-11,West Lincoln M.S.,435,417,214,140,52,11
2016-01-11,North Jefferson H.S.,452,349,15,54,266,14
2016-01-11,Outer Roosevelt M.S.,181,146,53,11,33,49
2016-01-11,West York High,292,289,86,42,76,85
2016-01-11,West King M.S.,189,181,46,70,51,14
2016-01-11,East York H.S.,459,422,18,119,164,121
2016-01-11,West Lincoln High,266,229,14,91,111,13
2016-01-11,West Jefferson M.S.,233,195,53,64,42,36
2016-01-11,North Lincoln M.S.,474,392,141,128,110,13
2016-01-11,Central Arthur H.S.,497,367,1,62,276,28
2016-01-12,West Lincoln M.S.,435,377,118,148,60,51
2016-01-12,North Jefferson H.S.,452,356,96,167,27,66
2016-01-12,Outer Roosevelt M.S.,181,142,22,41,50,29
2016-01-12,West York High,292,239,45,119,19,56
2016-01-12,West King M.S.,189,153,49,17,76,11
2016-01-12,East York H.S.,459,423,157,88,135,43
2016-01-12,West Lincoln High,266,250,95,120,9,26
2016-01-12,West Jefferson M.S.,233,218,65,15,131,7
2016-01-12,North Lincoln M.S.,474,428,130,14,148,136
2016-01-12,Central Arthur H.S.,497,471,126,156,143,46
2016-01-13,West Lincoln M.S.,435,353,192,12,123,26
2016-01-13,North Jefferson H.S.,452,451,59,84,190,118
2016-01-13,Outer Roosevelt M.S.,181,173,79,40,20,34
2016-01-13,West York High,292,273,102,131,7,33
2016-01-13,West King M.S.,189,171,100,30,29,12
2016-01-13,East York H.S.,459,420,71,160,27,162
2016-01-13,West Lincoln High,266,258,67,82,72,37
2016-01-13,West Jefferson M.S.,233,201,100,80,16,5
2016-01-13,North Lincoln M.S.,474,387,133,167,76,11
2016-01-13,Central Arthur H.S.,497,424,228,62,76,58
2016-01-14,West Lincoln M.S.,435,427,89,68,114,156
2016-01-14,North Jefferson H.S.,452,451,87,14,242,108
2016-01-14,Outer Roosevelt M.S.,181,168,11,83,56,18
2016-01-14,West York High,292,237,87,117,0,33
2016-01-14,West King M.S.,189,144,12,61,63,8
2016-01-14,East York H.S.,459,425,161,139,118,7
2016-01-14,West Lincoln High,266,257,4,25,186,42
2016-01-14,West Jefferson M.S.,233,212,43,71,66,32
2016-01-14,North Lincoln M.S.,474,445,266,27,6,146
2016-01-14,Central Arthur H.S.,497,385,220,70,81,14
2016-01-15,West Lincoln M.S.,435,414,64,19,113,218
2016-01-15,North Jefferson H.S.,452,428,92,104,121,111
2016-01-15,Outer Roosevelt M.S.,181,146,82,6,17,41
2016-01-15,West York High,292,281,7,134,47,93
2016-01-15,West King M.S.,189,147,81,22,8,36
2016-01-15,East York H.S.,459,427,162,189,50,26
2016-01-15,West Lincoln High,266,221,55,63,44,59
2016-01-15,West Jefferson M.S.,233,222,107,10,81,24
2016-01-15,North Lincoln M.S.,474,400,149,184,30,37
2016-01-15,Central Arthur H.S.,497,421,52,61,295,13
2016-01-18,West Lincoln M.S.,435,350,64,80,134,72
2016-01-18,North Jefferson H.S.,452,347,60,157,94,36
2016-01-18,Outer Roosevelt M.S.,181,144,39,47,40,18
2016-01-18,West York High,292,256,60,38,62,96
2016-01-18,West King M.S.,189,180,14,26,29,111
2016-01-18,East York H.S.,459,401,59,30,3,309
2016-01-18,West Lincoln High,266,241,101,12,114,14
